,0
CP020573:PIDODJFM_00051,2825
CP020573:PIDODJFM_00052,2826
CP020573:PIDODJFM_00053,2827
CP020573:PIDODJFM_00054,2828
CP020573:PIDODJFM_00055,2829
CP020573:PIDODJFM_00056,2830
CP020573:PIDODJFM_00057,2831
CP020573:PIDODJFM_00058,2832
CP020573:PIDODJFM_00059,2833
CP020573:PIDODJFM_00060,2834
CP020573:PIDODJFM_00061,2835
CP020573:PIDODJFM_00062,2836
CP020573:PIDODJFM_00063,2837
CP020573:PIDODJFM_00064,2838
CP020573:PIDODJFM_00065,2839
CP020573:PIDODJFM_00066,2840
CP020573:PIDODJFM_00067,2841
CP020573:PIDODJFM_00068,2842
CP020573:PIDODJFM_00069,2843
CP020573:PIDODJFM_00070,2844
CP020573:PIDODJFM_00071,2845
CP020573:PIDODJFM_00072,2846
CP020573:PIDODJFM_00073,2847
CP020573:PIDODJFM_00074,2848
CP020573:PIDODJFM_00075,2849
CP020573:PIDODJFM_00076,2850
CP020573:PIDODJFM_00077,2851
CP020573:PIDODJFM_00078,2852
CP020573:PIDODJFM_00079,2853
CP020573:PIDODJFM_00080,2854
CP020573:PIDODJFM_00081,2855
CP020573:PIDODJFM_00082,2856
CP020573:PIDODJFM_00083,2857
CP020573:PIDODJFM_00084,2858
CP020573:PIDODJFM_00085,2859
CP020573:PIDODJFM_00086,2860
CP020573:PIDODJFM_00087,2861
CP020573:PIDODJFM_00088,2862
CP020573:PIDODJFM_00089,2863
CP020573:PIDODJFM_00090,2864
CP020573:PIDODJFM_00091,2865
CP020573:PIDODJFM_00092,2866
CP020573:PIDODJFM_00093,2867
CP020573:PIDODJFM_00094,2868
CP020573:PIDODJFM_00095,2869
CP020573:PIDODJFM_00096,2870
CP020573:PIDODJFM_00097,2871
CP020573:PIDODJFM_00098,2872
CP020573:PIDODJFM_00099,2873
CP020573:PIDODJFM_00100,2874
CP020573:PIDODJFM_00101,2875
CP020577.1.gff,2876
CP020577:CP020577.1,2877
CP020577:HLGJFHCF_00001,2878
CP020577:HLGJFHCF_00002,2879
CP020577:HLGJFHCF_00003,2880
CP020577:HLGJFHCF_00004,2881
CP020577:HLGJFHCF_00005,2882
CP020577:HLGJFHCF_00006,2883
CP020577:HLGJFHCF_00007,2884
CP020577:HLGJFHCF_00008,2885
CP020577:HLGJFHCF_00009,2886
CP020577:HLGJFHCF_00010,2887
CP020577:HLGJFHCF_00011,2888
CP020577:HLGJFHCF_00012,2889
CP020577:HLGJFHCF_00013,2890
CP020577:HLGJFHCF_00014,2891
CP020577:HLGJFHCF_00015,2892
CP020577:HLGJFHCF_00016,2893
CP020577:HLGJFHCF_00017,2894
CP020577:HLGJFHCF_00018,2895
CP020577:HLGJFHCF_00019,2896
CP020577:HLGJFHCF_00020,2897
CP020577:HLGJFHCF_00021,2898
CP020577:HLGJFHCF_00022,2899
CP020577:HLGJFHCF_00023,2900
CP020577:HLGJFHCF_00024,2901
CP020577:HLGJFHCF_00025,2902
CP020577:HLGJFHCF_00026,2903
CP020577:HLGJFHCF_00027,2904
CP020577:HLGJFHCF_00028,2905
CP020577:HLGJFHCF_00029,2906
CP020577:HLGJFHCF_00030,2907
CP020577:HLGJFHCF_00031,2908
CP020577:HLGJFHCF_00032,2909
CP020577:HLGJFHCF_00033,2910
CP020577:HLGJFHCF_00034,2911
CP020577:HLGJFHCF_00035,2912
CP020577:HLGJFHCF_00036,2913
CP020577:HLGJFHCF_00037,2914
CP020577:HLGJFHCF_00038,2915
CP020577:HLGJFHCF_00039,2916
CP020577:HLGJFHCF_00040,2917
CP020577:HLGJFHCF_00041,2918
CP020577:HLGJFHCF_00042,2919
CP020577:HLGJFHCF_00043,2920
CP020577:HLGJFHCF_00044,2921
CP020577:HLGJFHCF_00045,2922
CP020577:HLGJFHCF_00046,2923
CP020577:HLGJFHCF_00047,2924
CP020577:HLGJFHCF_00048,2925
CP020577:HLGJFHCF_00049,2926
CP020577:HLGJFHCF_00050,2927
CP020577:HLGJFHCF_00051,2928
CP020577:HLGJFHCF_00052,2929
CP020577:HLGJFHCF_00053,2930
CP020577:HLGJFHCF_00054,2931
CP020577:HLGJFHCF_00055,2932
CP020577:HLGJFHCF_00056,2933
CP020577:HLGJFHCF_00057,2934
CP020577:HLGJFHCF_00058,2935
CP020577:HLGJFHCF_00059,2936
CP020577:HLGJFHCF_00060,2937
CP020577:HLGJFHCF_00061,2938
CP020577:HLGJFHCF_00062,2939
CP020577:HLGJFHCF_00063,2940
CP020577:HLGJFHCF_00064,2941
CP020577:HLGJFHCF_00065,2942
CP020577:HLGJFHCF_00066,2943
CP020577:HLGJFHCF_00067,2944
CP020577:HLGJFHCF_00068,2945
CP020577:HLGJFHCF_00069,2946
CP020577:HLGJFHCF_00070,2947
CP020577:HLGJFHCF_00071,2948
CP020577:HLGJFHCF_00072,2949
CP020577:HLGJFHCF_00073,2950
CP020577:HLGJFHCF_00074,2951
CP020577:HLGJFHCF_00075,2952
CP020577:HLGJFHCF_00076,2953
CP020577:HLGJFHCF_00077,2954
CP020577:HLGJFHCF_00078,2955
CP020577:HLGJFHCF_00079,2956
CP020577:HLGJFHCF_00080,2957
CP020577:HLGJFHCF_00081,2958
CP020577:HLGJFHCF_00082,2959
CP020577:HLGJFHCF_00083,2960
CP020577:HLGJFHCF_00084,2961
CP020577:HLGJFHCF_00085,2962
CP020577:HLGJFHCF_00086,2963
CP020577:HLGJFHCF_00087,2964
CP020577:HLGJFHCF_00088,2965
CP020577:HLGJFHCF_00089,2966
CP020577:HLGJFHCF_00090,2967
CP020577:HLGJFHCF_00091,2968
CP020577:HLGJFHCF_00092,2969
CP020577:HLGJFHCF_00093,2970
CP020577:HLGJFHCF_00094,2971
CP020577:HLGJFHCF_00095,2972
CP020577:HLGJFHCF_00096,2973
CP020577:HLGJFHCF_00097,2974
CP020577:HLGJFHCF_00098,2975
CP020577:HLGJFHCF_00099,2976
CP020577:HLGJFHCF_00100,2977
CP020577:HLGJFHCF_00101,2978
CP020577:HLGJFHCF_00102,2979
CP020580.1.gff,2980
CP020580:CP020580.1,2981
CP020580:DHACDDKP_00001,2982
CP020580:DHACDDKP_00002,2983
CP020580:DHACDDKP_00003,2984
CP020580:DHACDDKP_00004,2985
CP020580:DHACDDKP_00005,2986
CP020580:DHACDDKP_00006,2987
CP020580:DHACDDKP_00007,2988
CP020580:DHACDDKP_00008,2989
CP020580:DHACDDKP_00009,2990
CP020580:DHACDDKP_00010,2991
CP020580:DHACDDKP_00011,2992
CP020580:DHACDDKP_00012,2993
CP020580:DHACDDKP_00013,2994
CP020580:DHACDDKP_00014,2995
CP020580:DHACDDKP_00015,2996
CP020580:DHACDDKP_00016,2997
CP020580:DHACDDKP_00017,2998
CP020580:DHACDDKP_00018,2999
CP020580:DHACDDKP_00019,3000
CP020580:DHACDDKP_00020,3001
CP020580:DHACDDKP_00021,3002
CP020580:DHACDDKP_00022,3003
CP020580:DHACDDKP_00023,3004
CP020580:DHACDDKP_00024,3005
CP020580:DHACDDKP_00025,3006
CP020580:DHACDDKP_00026,3007
CP020580:DHACDDKP_00027,3008
CP020580:DHACDDKP_00028,3009
CP020580:DHACDDKP_00029,3010
CP020580:DHACDDKP_00030,3011
CP020580:DHACDDKP_00031,3012
CP020580:DHACDDKP_00032,3013
CP020580:DHACDDKP_00033,3014
CP020580:DHACDDKP_00034,3015
CP020580:DHACDDKP_00035,3016
CP020580:DHACDDKP_00036,3017
CP020580:DHACDDKP_00037,3018
CP020580:DHACDDKP_00038,3019
CP020580:DHACDDKP_00039,3020
CP020580:DHACDDKP_00040,3021
CP020580:DHACDDKP_00041,3022
CP020580:DHACDDKP_00042,3023
CP020580:DHACDDKP_00043,3024
CP020580:DHACDDKP_00044,3025
CP020580:DHACDDKP_00045,3026
CP020580:DHACDDKP_00046,3027
CP020580:DHACDDKP_00047,3028
CP020580:DHACDDKP_00048,3029
CP020580:DHACDDKP_00049,3030
CP020580:DHACDDKP_00050,3031
CP020580:DHACDDKP_00051,3032
CP020580:DHACDDKP_00052,3033
CP020580:DHACDDKP_00053,3034
CP020580:DHACDDKP_00054,3035
CP020580:DHACDDKP_00055,3036
CP020580:DHACDDKP_00056,3037
CP020580:DHACDDKP_00057,3038
CP020580:DHACDDKP_00058,3039
CP020580:DHACDDKP_00059,3040
CP020580:DHACDDKP_00060,3041
CP020580:DHACDDKP_00061,3042
CP020580:DHACDDKP_00062,3043
CP020580:DHACDDKP_00063,3044
CP020580:DHACDDKP_00064,3045
CP020580:DHACDDKP_00065,3046
CP020580:DHACDDKP_00066,3047
CP020580:DHACDDKP_00067,3048
CP020580:DHACDDKP_00068,3049
CP020580:DHACDDKP_00069,3050
CP020580:DHACDDKP_00070,3051
CP020580:DHACDDKP_00071,3052
CP020580:DHACDDKP_00072,3053
CP020580:DHACDDKP_00073,3054
CP020580:DHACDDKP_00074,3055
CP020580:DHACDDKP_00075,3056
CP020580:DHACDDKP_00076,3057
CP020580:DHACDDKP_00077,3058
CP020580:DHACDDKP_00078,3059
CP020580:DHACDDKP_00079,3060
CP020580:DHACDDKP_00080,3061
CP020580:DHACDDKP_00081,3062
CP020580:DHACDDKP_00082,3063
CP020580:DHACDDKP_00083,3064
CP020580:DHACDDKP_00084,3065
CP020580:DHACDDKP_00085,3066
CP020580:DHACDDKP_00086,3067
CP020580:DHACDDKP_00087,3068
CP020580:DHACDDKP_00088,3069
CP020580:DHACDDKP_00089,3070
CP020580:DHACDDKP_00090,3071
CP020580:DHACDDKP_00091,3072
CP020580:DHACDDKP_00092,3073
CP020580:DHACDDKP_00093,3074
CP020580:DHACDDKP_00094,3075
CP020580:DHACDDKP_00095,3076
CP020580:DHACDDKP_00096,3077
CP020580:DHACDDKP_00097,3078
CP020580:DHACDDKP_00098,3079
CP020580:DHACDDKP_00099,3080
CP020580:DHACDDKP_00100,3081
CP020580:DHACDDKP_00101,3082
CP020580:DHACDDKP_00102,3083
CP020580:DHACDDKP_00103,3084
CP020580:DHACDDKP_00104,3085
CP020580:DHACDDKP_00105,3086
CP020580:DHACDDKP_00106,3087
CP020580:DHACDDKP_00107,3088
CP020580:DHACDDKP_00108,3089
CP020580:DHACDDKP_00109,3090
CP020580:DHACDDKP_00110,3091
CP020580:DHACDDKP_00111,3092
CP020580:DHACDDKP_00112,3093
CP020582.1.gff,3094
CP020582:ABHHFAHC_00001,3095
CP020582:ABHHFAHC_00002,3096
CP020582:ABHHFAHC_00003,3097
CP020582:ABHHFAHC_00004,3098
CP020582:ABHHFAHC_00005,3099
CP020582:ABHHFAHC_00006,3100
CP020582:ABHHFAHC_00007,3101
CP020582:ABHHFAHC_00008,3102
CP020582:ABHHFAHC_00009,3103
CP020582:ABHHFAHC_00010,3104
CP020582:ABHHFAHC_00011,3105
CP020582:ABHHFAHC_00012,3106
CP020582:ABHHFAHC_00013,3107
CP020582:ABHHFAHC_00014,3108
CP020582:ABHHFAHC_00015,3109
CP020582:ABHHFAHC_00016,3110
CP020582:ABHHFAHC_00017,3111
CP020582:ABHHFAHC_00018,3112
CP020582:ABHHFAHC_00019,3113
CP020582:ABHHFAHC_00020,3114
CP020582:ABHHFAHC_00021,3115
CP020582:ABHHFAHC_00022,3116
CP020582:ABHHFAHC_00023,3117
CP020582:ABHHFAHC_00024,3118
CP020582:ABHHFAHC_00025,3119
CP020582:ABHHFAHC_00026,3120
CP020582:ABHHFAHC_00027,3121
CP020582:ABHHFAHC_00028,3122
CP020582:ABHHFAHC_00029,3123
CP020582:ABHHFAHC_00030,3124
CP020582:ABHHFAHC_00031,3125
CP020582:ABHHFAHC_00032,3126
CP020582:ABHHFAHC_00033,3127
CP020582:ABHHFAHC_00034,3128
CP020582:ABHHFAHC_00035,3129
CP020582:ABHHFAHC_00036,3130
CP020582:ABHHFAHC_00037,3131
CP020582:ABHHFAHC_00038,3132
CP020582:ABHHFAHC_00039,3133
CP020582:ABHHFAHC_00040,3134
CP020582:ABHHFAHC_00041,3135
CP020582:ABHHFAHC_00042,3136
CP020582:ABHHFAHC_00043,3137
CP020582:ABHHFAHC_00044,3138
CP020582:ABHHFAHC_00045,3139
CP020582:ABHHFAHC_00046,3140
CP020582:ABHHFAHC_00047,3141
CP020582:ABHHFAHC_00048,3142
CP020582:ABHHFAHC_00049,3143
CP020582:ABHHFAHC_00050,3144
CP020582:ABHHFAHC_00051,3145
CP020582:ABHHFAHC_00052,3146
CP020582:ABHHFAHC_00053,3147
CP020582:ABHHFAHC_00054,3148
CP020582:ABHHFAHC_00055,3149
CP020582:ABHHFAHC_00056,3150
CP020582:ABHHFAHC_00057,3151
CP020582:ABHHFAHC_00058,3152
CP020582:ABHHFAHC_00059,3153
CP020582:ABHHFAHC_00060,3154
CP020582:ABHHFAHC_00061,3155
CP020582:ABHHFAHC_00062,3156
CP020582:ABHHFAHC_00063,3157
CP020582:ABHHFAHC_00064,3158
CP020582:ABHHFAHC_00065,3159
CP020582:ABHHFAHC_00066,3160
CP020582:ABHHFAHC_00067,3161
CP020582:ABHHFAHC_00068,3162
CP020582:ABHHFAHC_00069,3163
CP020582:ABHHFAHC_00070,3164
CP020582:ABHHFAHC_00071,3165
CP020582:ABHHFAHC_00072,3166
CP020582:ABHHFAHC_00073,3167
CP020582:ABHHFAHC_00074,3168
CP020582:ABHHFAHC_00075,3169
CP020582:ABHHFAHC_00076,3170
CP020582:ABHHFAHC_00077,3171
CP020582:ABHHFAHC_00078,3172
CP020582:ABHHFAHC_00079,3173
CP020582:ABHHFAHC_00080,3174
CP020582:ABHHFAHC_00081,3175
CP020582:ABHHFAHC_00082,3176
CP020582:ABHHFAHC_00083,3177
CP020582:ABHHFAHC_00084,3178
CP020582:ABHHFAHC_00085,3179
CP020582:ABHHFAHC_00086,3180
CP020582:ABHHFAHC_00087,3181
CP020582:ABHHFAHC_00088,3182
CP020582:ABHHFAHC_00089,3183
CP020582:ABHHFAHC_00090,3184
CP020582:ABHHFAHC_00091,3185
CP020582:ABHHFAHC_00092,3186
CP020582:ABHHFAHC_00093,3187
CP020582:ABHHFAHC_00094,3188
CP020582:ABHHFAHC_00095,3189
CP020582:ABHHFAHC_00096,3190
CP020582:ABHHFAHC_00097,3191
CP020582:ABHHFAHC_00098,3192
CP020582:ABHHFAHC_00099,3193
CP020582:ABHHFAHC_00100,3194
CP020582:ABHHFAHC_00101,3195
CP020582:ABHHFAHC_00102,3196
CP020582:ABHHFAHC_00103,3197
CP020582:ABHHFAHC_00104,3198
CP020582:ABHHFAHC_00105,3199
CP020582:ABHHFAHC_00106,3200
CP020582:ABHHFAHC_00107,3201
CP020582:ABHHFAHC_00108,3202
CP020582:ABHHFAHC_00109,3203
CP020582:ABHHFAHC_00110,3204
CP020582:ABHHFAHC_00111,3205
CP020582:CP020582.1,3206
CP020589.1.gff,3207
CP020589:CP020589.1,3208
CP020589:IDMOIJND_00001,3209
CP020589:IDMOIJND_00002,3210
CP020589:IDMOIJND_00003,3211
CP020589:IDMOIJND_00004,3212
CP020589:IDMOIJND_00005,3213
CP020589:IDMOIJND_00006,3214
CP020589:IDMOIJND_00007,3215
CP020589:IDMOIJND_00008,3216
CP020589:IDMOIJND_00009,3217
CP020589:IDMOIJND_00010,3218
CP020589:IDMOIJND_00011,3219
CP020589:IDMOIJND_00012,3220
CP020589:IDMOIJND_00013,3221
CP020589:IDMOIJND_00014,3222
CP020589:IDMOIJND_00015,3223
CP020589:IDMOIJND_00016,3224
CP020589:IDMOIJND_00017,3225
CP020589:IDMOIJND_00018,3226
CP020589:IDMOIJND_00019,3227
CP020589:IDMOIJND_00020,3228
CP020589:IDMOIJND_00021,3229
CP020589:IDMOIJND_00022,3230
CP020589:IDMOIJND_00023,3231
CP020589:IDMOIJND_00024,3232
CP020589:IDMOIJND_00025,3233
CP020589:IDMOIJND_00026,3234
CP020589:IDMOIJND_00027,3235
CP020589:IDMOIJND_00028,3236
CP020589:IDMOIJND_00029,3237
CP020589:IDMOIJND_00030,3238
CP020589:IDMOIJND_00031,3239
CP020589:IDMOIJND_00032,3240
CP020589:IDMOIJND_00033,3241
CP020589:IDMOIJND_00034,3242
CP020589:IDMOIJND_00035,3243
CP020589:IDMOIJND_00036,3244
CP020589:IDMOIJND_00037,3245
CP020589:IDMOIJND_00038,3246
CP020589:IDMOIJND_00039,3247
CP020589:IDMOIJND_00040,3248
CP020589:IDMOIJND_00041,3249
CP020589:IDMOIJND_00042,3250
CP020589:IDMOIJND_00043,3251
CP020589:IDMOIJND_00044,3252
CP020589:IDMOIJND_00045,3253
CP020589:IDMOIJND_00046,3254
CP020589:IDMOIJND_00047,3255
CP020589:IDMOIJND_00048,3256
CP020589:IDMOIJND_00049,3257
CP020589:IDMOIJND_00050,3258
CP020589:IDMOIJND_00051,3259
CP020589:IDMOIJND_00052,3260
CP020589:IDMOIJND_00053,3261
CP020589:IDMOIJND_00054,3262
CP020589:IDMOIJND_00055,3263
CP020589:IDMOIJND_00056,3264
CP020589:IDMOIJND_00057,3265
CP020589:IDMOIJND_00058,3266
CP020589:IDMOIJND_00059,3267
CP020589:IDMOIJND_00060,3268
CP020589:IDMOIJND_00061,3269
CP020589:IDMOIJND_00062,3270
CP020589:IDMOIJND_00063,3271
CP020589:IDMOIJND_00064,3272
CP020589:IDMOIJND_00065,3273
CP020589:IDMOIJND_00066,3274
CP020589:IDMOIJND_00067,3275
CP020589:IDMOIJND_00068,3276
CP020589:IDMOIJND_00069,3277
CP020589:IDMOIJND_00070,3278
CP020589:IDMOIJND_00071,3279
CP020589:IDMOIJND_00072,3280
CP020589:IDMOIJND_00073,3281
CP020589:IDMOIJND_00074,3282
CP020589:IDMOIJND_00075,3283
CP020589:IDMOIJND_00076,3284
CP020589:IDMOIJND_00077,3285
CP020589:IDMOIJND_00078,3286
CP020589:IDMOIJND_00079,3287
CP020589:IDMOIJND_00080,3288
CP020589:IDMOIJND_00081,3289
CP020589:IDMOIJND_00082,3290
CP020589:IDMOIJND_00083,3291
CP020589:IDMOIJND_00084,3292
CP020589:IDMOIJND_00085,3293
CP020589:IDMOIJND_00086,3294
CP020589:IDMOIJND_00087,3295
CP020589:IDMOIJND_00088,3296
CP020589:IDMOIJND_00089,3297
CP020589:IDMOIJND_00090,3298
CP020589:IDMOIJND_00091,3299
CP020589:IDMOIJND_00092,3300
CP020589:IDMOIJND_00093,3301
CP020589:IDMOIJND_00094,3302
CP020589:IDMOIJND_00095,3303
CP020589:IDMOIJND_00096,3304
CP020589:IDMOIJND_00097,3305
CP020589:IDMOIJND_00098,3306
CP020593.1.gff,3307
CP020593:CP020593.1,3308
CP020593:IICEKBGC_00001,3309
CP020593:IICEKBGC_00002,3310
CP020593:IICEKBGC_00003,3311
CP020593:IICEKBGC_00004,3312
CP020593:IICEKBGC_00005,3313
CP020593:IICEKBGC_00006,3314
CP020593:IICEKBGC_00007,3315
CP020593:IICEKBGC_00008,3316
CP020593:IICEKBGC_00009,3317
CP020593:IICEKBGC_00010,3318
CP020593:IICEKBGC_00011,3319
CP020593:IICEKBGC_00012,3320
CP020593:IICEKBGC_00013,3321
CP020593:IICEKBGC_00014,3322
CP020593:IICEKBGC_00015,3323
CP020593:IICEKBGC_00016,3324
CP020593:IICEKBGC_00017,3325
CP020593:IICEKBGC_00018,3326
CP020593:IICEKBGC_00019,3327
CP020593:IICEKBGC_00020,3328
CP020593:IICEKBGC_00021,3329
CP020593:IICEKBGC_00022,3330
CP020593:IICEKBGC_00023,3331
CP020593:IICEKBGC_00024,3332
CP020593:IICEKBGC_00025,3333
CP020593:IICEKBGC_00026,3334
CP020593:IICEKBGC_00027,3335
CP020593:IICEKBGC_00028,3336
CP020593:IICEKBGC_00029,3337
CP020593:IICEKBGC_00030,3338
CP020593:IICEKBGC_00031,3339
CP020593:IICEKBGC_00032,3340
CP020593:IICEKBGC_00033,3341
CP020593:IICEKBGC_00034,3342
CP020593:IICEKBGC_00035,3343
CP020593:IICEKBGC_00036,3344
CP020593:IICEKBGC_00037,3345
CP020593:IICEKBGC_00038,3346
CP020593:IICEKBGC_00039,3347
CP020593:IICEKBGC_00040,3348
CP020593:IICEKBGC_00041,3349
CP020593:IICEKBGC_00042,3350
CP020593:IICEKBGC_00043,3351
CP020593:IICEKBGC_00044,3352
CP020593:IICEKBGC_00045,3353
CP020593:IICEKBGC_00046,3354
CP020593:IICEKBGC_00047,3355
CP020593:IICEKBGC_00048,3356
CP020593:IICEKBGC_00049,3357
CP020593:IICEKBGC_00050,3358
CP020593:IICEKBGC_00051,3359
CP020593:IICEKBGC_00052,3360
CP020593:IICEKBGC_00053,3361
CP020593:IICEKBGC_00054,3362
CP020593:IICEKBGC_00055,3363
CP020593:IICEKBGC_00056,3364
CP020593:IICEKBGC_00057,3365
CP020593:IICEKBGC_00058,3366
CP020593:IICEKBGC_00059,3367
CP020593:IICEKBGC_00060,3368
CP020593:IICEKBGC_00061,3369
CP020593:IICEKBGC_00062,3370
CP020593:IICEKBGC_00063,3371
CP020593:IICEKBGC_00064,3372
CP020593:IICEKBGC_00065,3373
CP020593:IICEKBGC_00066,3374
CP020593:IICEKBGC_00067,3375
CP020593:IICEKBGC_00068,3376
CP020593:IICEKBGC_00069,3377
CP020593:IICEKBGC_00070,3378
CP020593:IICEKBGC_00071,3379
CP020593:IICEKBGC_00072,3380
CP020593:IICEKBGC_00073,3381
CP020593:IICEKBGC_00074,3382
CP020593:IICEKBGC_00075,3383
CP020593:IICEKBGC_00076,3384
CP020593:IICEKBGC_00077,3385
CP020593:IICEKBGC_00078,3386
CP020593:IICEKBGC_00079,3387
CP020593:IICEKBGC_00080,3388
CP020593:IICEKBGC_00081,3389
CP020593:IICEKBGC_00082,3390
CP020593:IICEKBGC_00083,3391
CP020593:IICEKBGC_00084,3392
CP020593:IICEKBGC_00085,3393
CP020593:IICEKBGC_00086,3394
CP020593:IICEKBGC_00087,3395
CP020593:IICEKBGC_00088,3396
CP020593:IICEKBGC_00089,3397
CP020593:IICEKBGC_00090,3398
CP020593:IICEKBGC_00091,3399
CP020593:IICEKBGC_00092,3400
CP020593:IICEKBGC_00093,3401
CP020593:IICEKBGC_00094,3402
CP020593:IICEKBGC_00095,3403
CP020593:IICEKBGC_00096,3404
CP020593:IICEKBGC_00097,3405
CP020593:IICEKBGC_00098,3406
CP020593:IICEKBGC_00099,3407
CP020594.1.gff,3408
CP020594:CP020594.1,3409
CP020594:LALFPMKE_00001,3410
CP020594:LALFPMKE_00002,3411
CP020594:LALFPMKE_00003,3412
CP020594:LALFPMKE_00004,3413
CP020594:LALFPMKE_00005,3414
CP020594:LALFPMKE_00006,3415
CP020594:LALFPMKE_00007,3416
CP020594:LALFPMKE_00008,3417
CP020594:LALFPMKE_00009,3418
CP020594:LALFPMKE_00010,3419
CP020594:LALFPMKE_00011,3420
CP020594:LALFPMKE_00012,3421
CP020594:LALFPMKE_00013,3422
CP020594:LALFPMKE_00014,3423
CP020594:LALFPMKE_00015,3424
CP020594:LALFPMKE_00016,3425
CP020594:LALFPMKE_00017,3426
CP020594:LALFPMKE_00018,3427
CP020594:LALFPMKE_00019,3428
CP020594:LALFPMKE_00020,3429
CP020594:LALFPMKE_00021,3430
CP020594:LALFPMKE_00022,3431
CP020594:LALFPMKE_00023,3432
CP020594:LALFPMKE_00024,3433
CP020594:LALFPMKE_00025,3434
CP020594:LALFPMKE_00026,3435
CP020594:LALFPMKE_00027,3436
CP020594:LALFPMKE_00028,3437
CP020594:LALFPMKE_00029,3438
CP020594:LALFPMKE_00030,3439
CP020594:LALFPMKE_00031,3440
CP020594:LALFPMKE_00032,3441
CP020594:LALFPMKE_00033,3442
CP020594:LALFPMKE_00034,3443
CP020594:LALFPMKE_00035,3444
CP020594:LALFPMKE_00036,3445
CP020594:LALFPMKE_00037,3446
CP020594:LALFPMKE_00038,3447
CP020594:LALFPMKE_00039,3448
CP020594:LALFPMKE_00040,3449
CP020594:LALFPMKE_00041,3450
CP020594:LALFPMKE_00042,3451
CP020594:LALFPMKE_00043,3452
CP020594:LALFPMKE_00044,3453
CP020594:LALFPMKE_00045,3454
CP020594:LALFPMKE_00046,3455
CP020594:LALFPMKE_00047,3456
CP020594:LALFPMKE_00048,3457
CP020594:LALFPMKE_00049,3458
CP020594:LALFPMKE_00050,3459
CP020594:LALFPMKE_00051,3460
CP020594:LALFPMKE_00052,3461
CP020594:LALFPMKE_00053,3462
CP020594:LALFPMKE_00054,3463
CP020594:LALFPMKE_00055,3464
CP020594:LALFPMKE_00056,3465
CP020594:LALFPMKE_00057,3466
CP020594:LALFPMKE_00058,3467
CP020594:LALFPMKE_00059,3468
CP020594:LALFPMKE_00060,3469
CP020594:LALFPMKE_00061,3470
CP020594:LALFPMKE_00062,3471
CP020594:LALFPMKE_00063,3472
CP020594:LALFPMKE_00064,3473
CP020594:LALFPMKE_00065,3474
CP020594:LALFPMKE_00066,3475
CP020594:LALFPMKE_00067,3476
CP020594:LALFPMKE_00068,3477
CP020594:LALFPMKE_00069,3478
CP020594:LALFPMKE_00070,3479
CP020594:LALFPMKE_00071,3480
CP020594:LALFPMKE_00072,3481
CP020594:LALFPMKE_00073,3482
CP020594:LALFPMKE_00074,3483
CP020594:LALFPMKE_00075,3484
CP020594:LALFPMKE_00076,3485
CP020594:LALFPMKE_00077,3486
CP020594:LALFPMKE_00078,3487
CP020594:LALFPMKE_00079,3488
CP020594:LALFPMKE_00080,3489
CP020594:LALFPMKE_00081,3490
CP020594:LALFPMKE_00082,3491
CP020594:LALFPMKE_00083,3492
CP020594:LALFPMKE_00084,3493
CP020594:LALFPMKE_00085,3494
CP020594:LALFPMKE_00086,3495
CP020594:LALFPMKE_00087,3496
CP020594:LALFPMKE_00088,3497
CP020594:LALFPMKE_00089,3498
CP020594:LALFPMKE_00090,3499
CP020594:LALFPMKE_00091,3500
CP020594:LALFPMKE_00092,3501
CP020594:LALFPMKE_00093,3502
CP020594:LALFPMKE_00094,3503
CP020594:LALFPMKE_00095,3504
CP020594:LALFPMKE_00096,3505
CP020594:LALFPMKE_00097,3506
CP020594:LALFPMKE_00098,3507
CP020594:LALFPMKE_00099,3508
CP020594:LALFPMKE_00100,3509
CP020594:LALFPMKE_00101,3510
CP020594:LALFPMKE_00102,3511
CP020594:LALFPMKE_00103,3512
CP020594:LALFPMKE_00104,3513
CP020594:LALFPMKE_00105,3514
CP020594:LALFPMKE_00106,3515
CP020594:LALFPMKE_00107,3516
CP020594:LALFPMKE_00108,3517
CP020594:LALFPMKE_00109,3518
CP020594:LALFPMKE_00110,3519
CP020594:LALFPMKE_00111,3520
CP020594:LALFPMKE_00112,3521
CP020594:LALFPMKE_00113,3522
CP020594:LALFPMKE_00114,3523
CP020594:LALFPMKE_00115,3524
CP020594:LALFPMKE_00116,3525
CP020594:LALFPMKE_00117,3526
CP020594:LALFPMKE_00118,3527
CP020594:LALFPMKE_00119,3528
CP020594:LALFPMKE_00120,3529
CP020594:LALFPMKE_00121,3530
CP020594:LALFPMKE_00122,3531
CP020594:LALFPMKE_00123,3532
CP020594:LALFPMKE_00124,3533
CP020594:LALFPMKE_00125,3534
CP020594:LALFPMKE_00126,3535
CP020594:LALFPMKE_00127,3536
CP020594:LALFPMKE_00128,3537
CP021322.1.gff,3538
CP021322:CP021322.1,3539
CP021322:KHKFDPIG_00001,3540
CP021322:KHKFDPIG_00002,3541
CP021322:KHKFDPIG_00003,3542
CP021322:KHKFDPIG_00004,3543
CP021322:KHKFDPIG_00005,3544
CP021322:KHKFDPIG_00006,3545
CP021322:KHKFDPIG_00007,3546
CP021322:KHKFDPIG_00008,3547
CP021322:KHKFDPIG_00009,3548
CP021322:KHKFDPIG_00010,3549
CP021322:KHKFDPIG_00011,3550
CP021322:KHKFDPIG_00012,3551
CP021322:KHKFDPIG_00013,3552
